Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Source,Dataset_Source,Column1,SEQUENCE,Parent_SMILES
CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)O,CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)O,sweet,flavor_db,FartDB,,,
CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(C(=O)O)C(C)C,CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(C(=O)O)C(C)C,sweet,flavor_db,FartDB,,,
CC(NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NC(=O)CC(NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,NC(=O)CC(NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NC(=O)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,NC(=O)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet,flavor_db,FartDB,,,
NC(=O)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,NC(=O)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CCC(C)C(NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NCCCCC(NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NC(=O)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,NC(=O)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)C(NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)C(NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NC(=O)CC(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,NC(=O)CC(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O,NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O,sweet,flavor_db,FartDB,,,
NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O,NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O,sweet,flavor_db,FartDB,,,
NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)O,NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(NC(=O)C(CCC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(NC(=O)C(CCC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NC(=O)CCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,NC(=O)CCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(CCC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CCC(C)C(NC(=O)C(CCC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)C(CCC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)CC(NC(=O)C(CCC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NCCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,NCCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NC(=O)CC(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,NC(=O)CC(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)O,NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)O,sweet,flavor_db,FartDB,,,
NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)O,NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)O,sweet,flavor_db,FartDB,,,
NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NCC(=O)O,NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NCC(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CCC(C)C(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)CC(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NCCCCC(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,NCCCCC(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)C(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)C(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(C)C(=O)O,CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(C)C(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(C)CC)C(=O)O,CCC(C)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(C)CC)C(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)O,CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)O,CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(C(=O)O)C(C)C,CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(C(=O)O)C(C)C,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(C)C(=O)O,CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(C)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)O,CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(C(=O)O)C(C)C,CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(C(=O)O)C(C)C,sweet,flavor_db,FartDB,,,
CC(NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,flavor_db,FartDB,,,
NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet,flavor_db,FartDB,,,
NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CCC(C)C(NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)CC(NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NCCCCC(NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,NCCCCC(NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)C(NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)C(NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NCCCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,NCCCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NCCCCC(NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,NCCCCC(NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(C)C)C(=O)O,CC(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(C)C)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(C)C)C(=O)O,CCC(C)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(C)C)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(C)C)C(=O)O,CC(C)CC(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(C)C)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)O,CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(C)C)C(=O)O,CC(C)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(C)C)C(=O)O,sweet,flavor_db,FartDB,,,
CC(NC(=O)C(CCC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,CC(NC(=O)C(CCC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,flavor_db,FartDB,,,
CC(NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NC(=O)CCC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NCC(=O)O,NC(=O)CCC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NCC(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CCC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)CC(NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,CC(NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,flavor_db,FartDB,,,
CC(NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,CC(NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,sweet,flavor_db,FartDB,,,
NC(=O)CC(NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,NC(=O)CC(NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CCC(C)C(NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,CCC(C)C(NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NCCCCC(NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
CC(NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,CC(NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NC(=O)CC(NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,NC(=O)CC(NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,flavor_db,FartDB,,,
NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O,NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O,sweet,flavor_db,FartDB,,,
NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O,NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O,sweet,flavor_db,FartDB,,,
NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)O,NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)O,sweet,flavor_db,FartDB,,,
